file_name,file_path,source_phase,source_step,row_count,column_count,checksum,frozen_checksum,checksum_match,authoritative_status,corrected_version_flag,correction_reference,superseded_flag,phase3_handover_use_status,governance_note
step_2d7_integrated_management_brief_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d7_integrated_management_brief_register.csv,2D-7,integrated_management_brief,646,400,3d40705c122c59ec454e12812c6f4f55dfe2d8c9a7e264aad28b036050665cdd,3d40705c122c59ec454e12812c6f4f55dfe2d8c9a7e264aad28b036050665cdd,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d7_scenario_summary_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d7_scenario_summary_register.csv,2D-7,scenario_summary,646,11,38142f778f6161e433336f1c68c9094dde650444a6aff531759d192d36d6ad2c,38142f778f6161e433336f1c68c9094dde650444a6aff531759d192d36d6ad2c,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d7_management_brief_section_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d7_management_brief_section_register.csv,2D-7,management_brief_section,10982,5,b02fc013c68e7ad24eb067d6549432872231f1c1b92510612273cbe913d12c8b,b02fc013c68e7ad24eb067d6549432872231f1c1b92510612273cbe913d12c8b,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d7_streamlit_management_brief_contract.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d7_streamlit_management_brief_contract.csv,2D-7,streamlit_contract,646,50,d997888c5d5e2284ac28f7b92b639d852dda3107ea358cd3ffb81de4035bbcb6,d997888c5d5e2284ac28f7b92b639d852dda3107ea358cd3ffb81de4035bbcb6,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d8_master_validation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_master_validation_register.csv,2D-8,master_validation,646,14,92549045b50af1324cc224491cacb690995c79f484125f797efedf0ce0fcc82f,92549045b50af1324cc224491cacb690995c79f484125f797efedf0ce0fcc82f,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d8_final_validation_outcome_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_final_validation_outcome_register.csv,2D-8,final_validation_outcome,646,13,ad6f876c090cb5e7c5d0f6ff80246522f4457c1ef20e7fef7dbc748edc8fdeec,ad6f876c090cb5e7c5d0f6ff80246522f4457c1ef20e7fef7dbc748edc8fdeec,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d8_streamlit_handover_readiness_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_streamlit_handover_readiness_register.csv,2D-8,streamlit_handover,646,6,aef65968038ac797e49449125d3f5805dcc8905928241a3ff8fa48abb7278588,aef65968038ac797e49449125d3f5805dcc8905928241a3ff8fa48abb7278588,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d8_scenario_validation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_scenario_validation_register.csv,2D-8,scenario_validation,3,6,cd241eeec0a05403d7e7a81fec944f414dcd36649eb3ce637bb82b9fe654a346,cd241eeec0a05403d7e7a81fec944f414dcd36649eb3ce637bb82b9fe654a346,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d8_scenario_summary_reconciliation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_scenario_summary_reconciliation_register.csv,2D-8,scenario_reconciliation,76,16,c12875848a583aa929bfd86cc8b466b44a6e238a66db34daf8aefd75ab23aa61,c12875848a583aa929bfd86cc8b466b44a6e238a66db34daf8aefd75ab23aa61,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d8_scenario_summary_correction_summary.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_scenario_summary_correction_summary.csv,2D-8,scenario_correction,1,4,979d04d29e3b2cabf727175358bb9976a5ddfb508701fb36f77ed4a8aaf4f9a0,979d04d29e3b2cabf727175358bb9976a5ddfb508701fb36f77ed4a8aaf4f9a0,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d8_execution_summary.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_execution_summary.csv,2D-8,execution_summary,26,7,376d7937803127d7a905bed08adc5c5c4eded8d9ff8640cebdcf1b9cd31da197,376d7937803127d7a905bed08adc5c5c4eded8d9ff8640cebdcf1b9cd31da197,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d8_manifest.json,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_manifest.json,2D-8,manifest,51,1,e479b296a80f1603cbb5d4b3b0380adc25a2eb937d38e8ba58c3bd9ba640f4a1,e479b296a80f1603cbb5d4b3b0380adc25a2eb937d38e8ba58c3bd9ba640f4a1,True,Authoritative,True,2D-8 reconciliation,False,Include,Corrected authoritative
step_2d1_integrated_decision_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d1_integrated_decision_register.csv,2D-1,integrated_decision,646,131,86554c629ef98f004dcbfb5d5caa6c627ebd3a0c49ea364adbff3b239ab69f4d,86554c629ef98f004dcbfb5d5caa6c627ebd3a0c49ea364adbff3b239ab69f4d,True,Authoritative,False,,False,Include,Authoritative frozen
step_2d2_decision_package_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d2_decision_package_register.csv,2D-2,decision_package,646,251,a8c7435139e4181e38616b1548f60074987a839d852f73790cf2b70116591fd8,a8c7435139e4181e38616b1548f60074987a839d852f73790cf2b70116591fd8,True,Authoritative,False,,False,Include,Authoritative frozen
step_2d3_decision_scorecard_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_decision_scorecard_register.csv,2D-3,decision_scorecard,646,15,adfe4989b72d50649691787c2bd344f4d6a18a951b1784b8e218953741ef61ff,adfe4989b72d50649691787c2bd344f4d6a18a951b1784b8e218953741ef61ff,True,Authoritative,False,,False,Include,Authoritative frozen
step_2d4_decision_readiness_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_decision_readiness_register.csv,2D-4,readiness,646,21,b6f0464bf7ffd502c3ce0a7ea450c9b9c4d0a6818de3ac23fe87a5a57f115a60,b6f0464bf7ffd502c3ce0a7ea450c9b9c4d0a6818de3ac23fe87a5a57f115a60,True,Authoritative,False,,False,Include,Authoritative frozen
step_2d5_decision_action_routing_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_decision_action_routing_register.csv,2D-5,action_routing,646,20,dc002c6f0647d41aff8db77bec69ac01ed20ce948e6c1f87cfa744221cacf784,dc002c6f0647d41aff8db77bec69ac01ed20ce948e6c1f87cfa744221cacf784,True,Authoritative,False,,False,Include,Authoritative frozen
step_2d6_decision_evidence_profile_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d6_decision_evidence_profile_register.csv,2D-6,evidence,646,16,de43031ca9ccf3deda9395ccd559a6a9871b8a2f712301f8279a838734cf5c49,de43031ca9ccf3deda9395ccd559a6a9871b8a2f712301f8279a838734cf5c49,True,Authoritative,False,,False,Include,Authoritative frozen
step_2d6_decision_lineage_profile_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d6_decision_lineage_profile_register.csv,2D-6,lineage,646,10,4ede2af50615c01c14c2284ccea973961327ba9fc97b732206f67aa45e2f46c3,4ede2af50615c01c14c2284ccea973961327ba9fc97b732206f67aa45e2f46c3,True,Authoritative,False,,False,Include,Authoritative frozen
