file_name,file_path,source_phase,row_count,column_count,checksum,frozen_checksum,checksum_match,authoritative_status,action_routing_use_status,governance_note
step_2d4_authoritative_input_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_authoritative_input_register.csv,2D-4,18,11,c3a9d8af745d9b403d0c59579f4a8757,c3a9d8af745d9b403d0c59579f4a8757,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_decision_readiness_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_decision_readiness_register.csv,2D-4,646,21,29277608499edd3d6d62e986eb13f1d5,29277608499edd3d6d62e986eb13f1d5,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_readiness_gate_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_readiness_gate_register.csv,2D-4,7752,12,726ad0736d683d6ffb1b46ee5945cf97,726ad0736d683d6ffb1b46ee5945cf97,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_blocking_condition_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_blocking_condition_register.csv,2D-4,3611,16,4aea5f6a7991ca334653f331823a6e9c,4aea5f6a7991ca334653f331823a6e9c,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_secondary_condition_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_secondary_condition_register.csv,2D-4,393,15,466f1c41f51e2ad9524d0583fe8af85f,466f1c41f51e2ad9524d0583fe8af85f,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_readiness_queue_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_readiness_queue_register.csv,2D-4,646,11,6a6834e1e41232c4650b7c0246eaff0d,6a6834e1e41232c4650b7c0246eaff0d,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_responsible_role_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_responsible_role_register.csv,2D-4,646,10,b44a4a1e594a6895c584e59d47cfd9b8,b44a4a1e594a6895c584e59d47cfd9b8,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_operational_escalation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_operational_escalation_register.csv,2D-4,646,11,9d4c651caa785534491d4016e40598a7,9d4c651caa785534491d4016e40598a7,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_readiness_explanation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_readiness_explanation_register.csv,2D-4,646,14,7b517f050271accf5d1124fcacb11f06,7b517f050271accf5d1124fcacb11f06,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_streamlit_readiness_data_contract.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_streamlit_readiness_data_contract.csv,2D-4,13301,15,b6cf0ed43a3cab161c76a43ce54dd8b7,b6cf0ed43a3cab161c76a43ce54dd8b7,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_readiness_evidence_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_readiness_evidence_register.csv,2D-4,646,13,e579f2958ba72d04222948648a2d67dc,e579f2958ba72d04222948648a2d67dc,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_readiness_lineage_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_readiness_lineage_register.csv,2D-4,646,13,ae5124aa46a9fd17a996b504b16427f8,ae5124aa46a9fd17a996b504b16427f8,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_readiness_governance_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_readiness_governance_register.csv,2D-4,1,5,2089a984744e3313588ee89b1e49b4c7,2089a984744e3313588ee89b1e49b4c7,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_readiness_issue_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_readiness_issue_register.csv,2D-4,1,6,43591649d2a354dfa12227b4f446746e,43591649d2a354dfa12227b4f446746e,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_deferred_and_non_ready_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_deferred_and_non_ready_register.csv,2D-4,294,22,74e94f628ea3577cd14f1736606702c6,74e94f628ea3577cd14f1736606702c6,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_execution_summary.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_execution_summary.csv,2D-4,58,2,3c8e1c81ef091ddd1292140c906ade94,3c8e1c81ef091ddd1292140c906ade94,True,Verified,Permitted,Authority verified for 2D-5
step_2d4_manifest.json,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d4_manifest.json,2D-4,137,1,4f5274e211f900cba1f6d1b4c548a338,4f5274e211f900cba1f6d1b4c548a338,True,Verified,Permitted,Authority verified for 2D-5
