file_name,file_path,source_phase,row_count,column_count,checksum,frozen_checksum,checksum_match,authoritative_status,readiness_use_status,governance_note
step_2d3_authoritative_input_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_authoritative_input_register.csv,2D-3,19,11,fad443f18045b1fb8d73caea740abffb162ecc7f6edb3ccb0400deb9d928d2a3,fad443f18045b1fb8d73caea740abffb162ecc7f6edb3ccb0400deb9d928d2a3,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_decision_scorecard_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_decision_scorecard_register.csv,2D-3,646,15,adfe4989b72d50649691787c2bd344f4d6a18a951b1784b8e218953741ef61ff,adfe4989b72d50649691787c2bd344f4d6a18a951b1784b8e218953741ef61ff,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_dimension_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_dimension_register.csv,2D-3,646,77,aef43f53d3429a412714c4ddfb32cfb201c460790c80b2735d628cb2c43dfab7,aef43f53d3429a412714c4ddfb32cfb201c460790c80b2735d628cb2c43dfab7,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_display_level_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_display_level_register.csv,2D-3,646,14,d5ef2c64cb48692319eb14b218ebd045ecf6b799e6fed556b802c324d91b0550,d5ef2c64cb48692319eb14b218ebd045ecf6b799e6fed556b802c324d91b0550,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_condition_flag_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_condition_flag_register.csv,2D-3,8398,10,e86df1369d9c649e5859840b82a5a649e7b50e56ddbd9045b20db151fc56aa18,e86df1369d9c649e5859840b82a5a649e7b50e56ddbd9045b20db151fc56aa18,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_governance_burden_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_governance_burden_register.csv,2D-3,646,14,cc9762548ab9c2ab73b26ff12e2ee91dbe169d4acb526d18a5f96b66e8fa9052,cc9762548ab9c2ab73b26ff12e2ee91dbe169d4acb526d18a5f96b66e8fa9052,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_management_readiness_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_management_readiness_register.csv,2D-3,646,11,568c179579eba6362b5cfc14b37b838e2d91ac55c36c084e9cb80f70ee4c35e9,568c179579eba6362b5cfc14b37b838e2d91ac55c36c084e9cb80f70ee4c35e9,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_priority_view_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_priority_view_register.csv,2D-3,646,16,fd593cf428971a56b6899b015911b5b0755ed75225a8acd978c92a07d6e4df08,fd593cf428971a56b6899b015911b5b0755ed75225a8acd978c92a07d6e4df08,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_management_interpretation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_management_interpretation_register.csv,2D-3,646,6,6bf214cb13655963f5ca880230c783d8317237f7acc541e7840d5e711bd2db77,6bf214cb13655963f5ca880230c783d8317237f7acc541e7840d5e711bd2db77,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_executive_view_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_executive_view_register.csv,2D-3,646,13,80bb14f2fe6a9d8e6f550c5bca13bf3abe5bd073a45f9278628b3248e7cead9f,80bb14f2fe6a9d8e6f550c5bca13bf3abe5bd073a45f9278628b3248e7cead9f,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_detailed_view_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_detailed_view_register.csv,2D-3,646,111,5572c2e266d518bd9a707918d612c718524ed749533040b16eb7c2a65ce5655f,5572c2e266d518bd9a707918d612c718524ed749533040b16eb7c2a65ce5655f,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_streamlit_data_contract.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_streamlit_data_contract.csv,2D-3,4522,7,52803c80d143750aa8f8dbf6087b9e3702d2a773d6b6927215a99f3278ac6021,52803c80d143750aa8f8dbf6087b9e3702d2a773d6b6927215a99f3278ac6021,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_evidence_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_evidence_register.csv,2D-3,646,8,aad9d181965ac9830040feb0232818baf576b7a255b590d1c4e09e2e4959aae0,aad9d181965ac9830040feb0232818baf576b7a255b590d1c4e09e2e4959aae0,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_lineage_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_lineage_register.csv,2D-3,646,8,5448f8747e0673d07a1b6b33be64bfd1f24a0de3a8f8cd48e86644910b74438d,5448f8747e0673d07a1b6b33be64bfd1f24a0de3a8f8cd48e86644910b74438d,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_governance_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_governance_register.csv,2D-3,0,0,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_scorecard_issue_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_scorecard_issue_register.csv,2D-3,0,5,effd1378aea50c3078fc2fe83708b8aea1d344596a2bd2e7cfafc46b41145bf9,effd1378aea50c3078fc2fe83708b8aea1d344596a2bd2e7cfafc46b41145bf9,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_execution_summary.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_execution_summary.csv,2D-3,42,2,ff4a9e18aacf07b7757c277c8b0a7d8e388ae112fa765dc819e6146eb85bd16f,,True,Authoritative,Ready for Classification,Verified and frozen
step_2d3_manifest.json,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d3_manifest.json,2D-3,8,8,3784bdf3beed4a2378317ff03db4b930687a12111ec27b62b0c2d7d9b3e00c64,,True,Authoritative,Ready for Classification,Verified and frozen
