freeze_record_id,phase,step,object_type,object_id,file_name,file_path,version,checksum,authoritative_flag,frozen_flag,freeze_timestamp,freeze_reason,correction_reference,superseded_flag,future_update_rule,governance_note
FRZ-integrated_management_brief-step_2d7_integrated_management_brief_register.csv,Phase 2D,integrated_management_brief,CSV,step_2d7_integrated_management_brief_register.csv,step_2d7_integrated_management_brief_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d7_integrated_management_brief_register.csv,1.0,3d40705c122c59ec454e12812c6f4f55dfe2d8c9a7e264aad28b036050665cdd,True,True,2026-07-29T22:03:34.850311,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-scenario_summary-step_2d7_scenario_summary_register.csv,Phase 2D,scenario_summary,CSV,step_2d7_scenario_summary_register.csv,step_2d7_scenario_summary_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d7_scenario_summary_register.csv,1.0,38142f778f6161e433336f1c68c9094dde650444a6aff531759d192d36d6ad2c,True,True,2026-07-29T22:03:34.850387,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-management_brief_section-step_2d7_management_brief_section_register.csv,Phase 2D,management_brief_section,CSV,step_2d7_management_brief_section_register.csv,step_2d7_management_brief_section_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d7_management_brief_section_register.csv,1.0,b02fc013c68e7ad24eb067d6549432872231f1c1b92510612273cbe913d12c8b,True,True,2026-07-29T22:03:34.850440,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-streamlit_contract-step_2d7_streamlit_management_brief_contract.csv,Phase 2D,streamlit_contract,CSV,step_2d7_streamlit_management_brief_contract.csv,step_2d7_streamlit_management_brief_contract.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d7_streamlit_management_brief_contract.csv,1.0,d997888c5d5e2284ac28f7b92b639d852dda3107ea358cd3ffb81de4035bbcb6,True,True,2026-07-29T22:03:34.850481,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-master_validation-step_2d8_master_validation_register.csv,Phase 2D,master_validation,CSV,step_2d8_master_validation_register.csv,step_2d8_master_validation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_master_validation_register.csv,1.0,92549045b50af1324cc224491cacb690995c79f484125f797efedf0ce0fcc82f,True,True,2026-07-29T22:03:34.850515,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-final_validation_outcome-step_2d8_final_validation_outcome_register.csv,Phase 2D,final_validation_outcome,CSV,step_2d8_final_validation_outcome_register.csv,step_2d8_final_validation_outcome_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_final_validation_outcome_register.csv,1.0,ad6f876c090cb5e7c5d0f6ff80246522f4457c1ef20e7fef7dbc748edc8fdeec,True,True,2026-07-29T22:03:34.850549,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-streamlit_handover-step_2d8_streamlit_handover_readiness_register.csv,Phase 2D,streamlit_handover,CSV,step_2d8_streamlit_handover_readiness_register.csv,step_2d8_streamlit_handover_readiness_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_streamlit_handover_readiness_register.csv,1.0,aef65968038ac797e49449125d3f5805dcc8905928241a3ff8fa48abb7278588,True,True,2026-07-29T22:03:34.850581,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-scenario_validation-step_2d8_scenario_validation_register.csv,Phase 2D,scenario_validation,CSV,step_2d8_scenario_validation_register.csv,step_2d8_scenario_validation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_scenario_validation_register.csv,1.0,cd241eeec0a05403d7e7a81fec944f414dcd36649eb3ce637bb82b9fe654a346,True,True,2026-07-29T22:03:34.850614,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-scenario_reconciliation-step_2d8_scenario_summary_reconciliation_register.csv,Phase 2D,scenario_reconciliation,CSV,step_2d8_scenario_summary_reconciliation_register.csv,step_2d8_scenario_summary_reconciliation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_scenario_summary_reconciliation_register.csv,1.0,c12875848a583aa929bfd86cc8b466b44a6e238a66db34daf8aefd75ab23aa61,True,True,2026-07-29T22:03:34.850644,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-scenario_correction-step_2d8_scenario_summary_correction_summary.csv,Phase 2D,scenario_correction,CSV,step_2d8_scenario_summary_correction_summary.csv,step_2d8_scenario_summary_correction_summary.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_scenario_summary_correction_summary.csv,1.0,979d04d29e3b2cabf727175358bb9976a5ddfb508701fb36f77ed4a8aaf4f9a0,True,True,2026-07-29T22:03:34.850675,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-execution_summary-step_2d8_execution_summary.csv,Phase 2D,execution_summary,CSV,step_2d8_execution_summary.csv,step_2d8_execution_summary.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_execution_summary.csv,1.0,376d7937803127d7a905bed08adc5c5c4eded8d9ff8640cebdcf1b9cd31da197,True,True,2026-07-29T22:03:34.850706,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-manifest-step_2d8_manifest.json,Phase 2D,manifest,CSV,step_2d8_manifest.json,step_2d8_manifest.json,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d8_manifest.json,1.0,e479b296a80f1603cbb5d4b3b0380adc25a2eb937d38e8ba58c3bd9ba640f4a1,True,True,2026-07-29T22:03:34.850737,Phase 2D closure and Streamlit handover,2D-8 reconciliation,False,New governed version required,Corrected authoritative
FRZ-integrated_decision-step_2d1_integrated_decision_register.csv,Phase 2D,integrated_decision,CSV,step_2d1_integrated_decision_register.csv,step_2d1_integrated_decision_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d1_integrated_decision_register.csv,1.0,86554c629ef98f004dcbfb5d5caa6c627ebd3a0c49ea364adbff3b239ab69f4d,True,True,2026-07-29T22:03:34.850770,Phase 2D closure and Streamlit handover,,False,New governed version required,Authoritative frozen
