file_name,checksum,status
processed_hospital_master.csv,9751bf9ee4213b45d3138190a68a497439c84da385585264813fe3bb49302238,Calculated
processed_department_master.csv,640ba32cac671692d7baa1dd5d5455df83f1588bb7c3bbe34a8ee279160e3e1f,Calculated
processed_staff_role_master.csv,5542710f419a1b3b7a5a46c7a48519096967a221a15b1220d84999cd8ded5be6,Calculated
processed_staff_master.csv,24cc5ba2b71e8719d1cf99a7cfd7ebeb81789029d6c7737005bcb2576de5cb6b,Calculated
processed_staff_roster.csv,c0c532f17ad0cd76591b4f19cff0e12020dcbf7a43804b71a08e50d9b5e3aa0e,Calculated
processed_staff_attendance.csv,ace920f1b59672484ed111375171a742eb5d0b8e0160d7ec7cf1dc7c80ba4043,Calculated
processed_staffing_requirement.csv,3489a21aab6c4626d0268d176d0129f8266cafe7e9f914271e8f498959fe932d,Calculated
processed_workforce_daily.csv,a5cd78b09d8aa4f4784aeea1735a5979e129c52e461faf09e2c896247607a3d2,Calculated
processed_patient_encounters.csv,7d75a4e43f8e3b47ae3298ae1337ed1cdcc422287a8ad5ac5febd2bb350e490f,Calculated
processed_patient_queue.csv,035ae7d548904327e74cfada45dba329bf072e3e58f3f37db7e86a3771a78591,Calculated
processed_bed_capacity.csv,239fe6b282a9933952e5b17c933ae10d03a2caf5bdf1bdcdcae5dcb4ce543a1b,Calculated
processed_service_schedule.csv,7778444350ad50fbcf6a67c1fe37e08ca66eee507b93ad96d6b7d6febde71c29,Calculated
processed_patient_flow_daily.csv,cf31c8ac27d9fd0e83e9cf3c175b364c2b3d9be0e7f85a887285390bc2a6c778,Calculated
processed_patient_complaints.csv,cc0d7b547281fcb533cb5f16a3419f5372644cfff4399ccead974a476f48b57f,Calculated
processed_patient_surveys.csv,baa11611c03683d019c6cfb00c545202e6d48fbd89140d3e9c1c334e681ba056,Calculated
processed_patient_experience_daily.csv,acf8e3fc88992317f82fa52431510728a6c5ffc72606c51abab13cd93321e7d4,Calculated
