scenario_assumption_id,intervention_id,assumption_code,assumption_name,assumption_description,assumption_category,unit,data_type,default_value,minimum_value,maximum_value,step_value,editable_flag,source_reference,confidence_level,stakeholder_validation_required,configuration_version,effective_start_date,effective_end_date,approval_status,validation_status,created_datetime,updated_datetime
sac_001,int_001,TEMP_COUNT,Temporary Staff Count,Number of temporary staff deployed for the intervention,Resource Count,Count,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_002,int_001,TEMP_DURATION,Deployment Duration,Duration for which temporary staff are deployed,Resource Duration,Days,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_003,int_001,TEMP_PRODUCTIVITY,Productivity Factor,Relative productivity of temporary staff compared to permanent staff,Resource Efficiency,Ratio,Decimal,,,1.0,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_004,int_001,TEMP_DELAY,Implementation Delay,Time between decision and staff availability,Resource Delay,Days,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_005,int_002,EXT_HOURS_COUNT,Additional Service Hours,Number of additional operating hours per day,Service Duration,Hours,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_006,int_002,EXT_STAFF_REQ,Additional Staffing Requirement,Additional staff needed to support extended hours,Resource Count,Count,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_007,int_002,EXT_DURATION,Implementation Duration,Time required to implement extended hours,Service Delay,Days,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_008,int_003,REDIR_PCT,Redirection Percentage,Percentage of non-urgent patients redirected to alternative services,Patient Flow,Percent,Decimal,,,100.0,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_009,int_003,REDIR_CAPACITY,Receiving Service Capacity,Available capacity at receiving service point,Capacity,Count,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_010,int_004,RESCHED_COUNT,Rescheduled Admissions,Number of elective admissions rescheduled to later dates,Patient Flow,Count,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_011,int_004,RESCHED_BEDS,Released Bed Capacity,Bed capacity freed by rescheduling elective admissions,Capacity,Count,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_012,int_004,RESCHED_DURATION,Rescheduling Duration,Time period over which admissions are rescheduled,Patient Flow,Days,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_013,int_005,CAP_RESTORED,Restored Capacity,Number of beds or service units restored to operational status,Capacity,Count,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_014,int_005,CAP_RESTORE_DURATION,Restoration Duration,Time required to restore temporary capacity,Capacity,Days,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_015,int_006,PEAK_STAFF,Additional Support Staff,Additional communication support staff or effort deployed during peak hours,Resource Count,Count,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_016,int_006,PEAK_CATEGORY,Affected Complaint Category,Primary complaint category targeted by communication support,Patient Experience,Category,Text,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
sac_017,int_006,PEAK_DURATION,Implementation Duration,Duration of peak-hour communication support deployment,Resource Duration,Days,Integer,,,,true,,,false,v1.0-draft,2026-07-25,,Draft,Configurable Placeholder,2026-07-25T00:00:00,2026-07-25T00:00:00
