threshold_candidate_id,kpi_id,kpi_name,candidate_name,candidate_type,directionality,lower_red_boundary,lower_amber_boundary,green_lower_boundary,green_upper_boundary,upper_amber_boundary,upper_red_boundary,unit,boundary_inclusivity_rule,calibration_method,calibration_period_start,calibration_period_end,valid_observation_count,unavailable_observation_count,data_sufficiency,approval_status,threshold_is_provisional,version,rationale,limitations,candidate_validity_status,rejection_reason,duplicate_of_candidate_id,technical_score,score_components,recommendation_strength,created_at
CAND-CFFC26CDAEA8,kpi_001,Staffing Level,kpi_001_Percentile-Based_Calibration_Conservative,Conservative,Higher is better,76.47058823529412,85.71428571428571,85.71428571428571,100.0,,,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_001.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.011378
CAND-9132137F3353,kpi_001,Staffing Level,kpi_001_Hybrid_Candidate_Calibration_Balanced,Balanced,Higher is better,80.0,84.19668593008033,84.19668593008033,100.0,,,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.011510
CAND-D39195440C4F,kpi_001,Staffing Level,kpi_001_Percentile-Based_Calibration_Sensitive,Sensitive,Higher is better,85.71428571428571,100.0,100.0,100.0,,,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_001.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.011477
CAND-608F03EF0032,kpi_002,Staff Absenteeism Rate,kpi_002_Percentile-Based_Calibration_Conservative,Conservative,Lower is better,,,0.0,13.333333333333334,23.07692307692308,23.07692307692308,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028076
CAND-401D561CEDE3,kpi_002,Staff Absenteeism Rate,kpi_002_Hybrid_Candidate_Calibration_Balanced,Balanced,Lower is better,,,0.0,15.001220617023435,19.047619047619047,19.047619047619047,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028273
CAND-7D40F54C5FD8,kpi_002,Staff Absenteeism Rate,kpi_002_Percentile-Based_Calibration_Sensitive,Sensitive,Lower is better,,,0.0,0.0,13.333333333333334,13.333333333333334,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028223
CAND-CA0102EBD968,kpi_003,Bed Occupancy Rate,kpi_003_Percentile-Based_Calibration_Conservative,Conservative,Context-sensitive,78.94736842105263,85.84905660377359,85.84905660377359,100.0,100.0,109.53900709219857,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043750
CAND-302D7A9F11B5,kpi_003,Bed Occupancy Rate,kpi_003_Hybrid_Candidate_Calibration_Balanced,Balanced,Context-sensitive,81.71809841534612,86.11897763218477,86.11897763218477,100.16047931158654,100.16047931158654,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043893
CAND-1EC4883C83DB,kpi_003,Bed Occupancy Rate,kpi_003_Percentile-Based_Calibration_Sensitive,Sensitive,Context-sensitive,85.84905660377359,93.33333333333331,93.33333333333331,100.0,100.0,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043856
CAND-3BF16ED2129B,kpi_004,Average Patient Waiting Time,kpi_004_Percentile-Based_Calibration_Conservative,Conservative,Lower is better,,,26.24,45.44239694239694,55.830977701543745,55.830977701543745,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.055990
CAND-B80C86F00895,kpi_004,Average Patient Waiting Time,kpi_004_Hybrid_Candidate_Calibration_Balanced,Balanced,Lower is better,,,26.24,47.242286850362035,54.08749262536873,54.08749262536873,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056243
CAND-C7926AE694F2,kpi_004,Average Patient Waiting Time,kpi_004_Percentile-Based_Calibration_Sensitive,Sensitive,Lower is better,,,26.24,37.248456790123456,45.44239694239694,45.44239694239694,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056176
CAND-9415103FD987,kpi_005,Patient Complaint Rate,kpi_005_Percentile-Based_Calibration_Conservative,Conservative,Lower is better,,,0.0,12.195121951219512,23.809523809523807,23.809523809523807,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,984,0,Moderate,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069452
CAND-F76D963AE6DE,kpi_005,Patient Complaint Rate,kpi_005_Hybrid_Candidate_Calibration_Balanced,Balanced,Lower is better,,,0.0,14.778812840390938,19.743739079790338,19.743739079790338,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,984,0,Moderate,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069558
CAND-E8AC265EF263,kpi_005,Patient Complaint Rate,kpi_005_Percentile-Based_Calibration_Sensitive,Sensitive,Lower is better,,,0.0,0.0,12.195121951219512,12.195121951219512,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,984,0,Moderate,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069528
CAND-CB8525C68FEC,kpi_006,Patient Satisfaction Score,kpi_006_Percentile-Based_Calibration_Conservative,Conservative,Higher is better,2.0,3.0,3.0,5.0,,,1-5 Likert Score,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2383,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_006.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.084066
CAND-A643D6F72D76,kpi_006,Patient Satisfaction Score,kpi_006_Hybrid_Candidate_Calibration_Balanced,Balanced,Higher is better,2.5,2.803470425318753,2.803470425318753,5.0,,,1-5 Likert Score,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,2383,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.084172
CAND-F088CC0F3975,kpi_006,Patient Satisfaction Score,kpi_006_Percentile-Based_Calibration_Sensitive,Sensitive,Higher is better,3.0,3.6666666666666665,3.6666666666666665,5.0,,,1-5 Likert Score,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2383,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_006.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.084139
