kpi_id,kpi_value,calculation_status,promoted_threshold_status,occupancy_context_status
kpi_001,80.0,Calculated,Amber,
kpi_001,95.0,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,93.33333333333331,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,80.0,Calculated,Amber,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,88.0,Calculated,Green,
kpi_001,86.66666666666667,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,80.0,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,96.15384615384616,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,92.85714285714286,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,80.95238095238095,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,95.45454545454544,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,77.77777777777779,Calculated,Red,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,95.65217391304348,Calculated,Green,
kpi_001,95.45454545454544,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,86.36363636363636,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,95.45454545454544,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,92.85714285714286,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,81.81818181818183,Calculated,Amber,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,86.36363636363636,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,96.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,92.85714285714286,Calculated,Green,
kpi_001,75.0,Calculated,Red,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,73.33333333333333,Calculated,Red,
kpi_001,90.0,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,86.36363636363636,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,86.66666666666667,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,91.66666666666666,Calculated,Green,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,78.57142857142857,Calculated,Red,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,95.65217391304348,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,75.0,Calculated,Red,
kpi_001,85.0,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,91.66666666666666,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,95.65217391304348,Calculated,Green,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,86.36363636363636,Calculated,Green,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,92.85714285714286,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,75.0,Calculated,Red,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,91.66666666666666,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,85.0,Calculated,Green,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,84.0,Calculated,Amber,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,77.77777777777779,Calculated,Red,
kpi_001,76.47058823529412,Calculated,Red,
kpi_001,100.0,Calculated,Green,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,81.81818181818183,Calculated,Amber,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,95.0,Calculated,Green,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,82.35294117647058,Calculated,Amber,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,64.70588235294117,Calculated,Red,
kpi_001,100.0,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,72.22222222222221,Calculated,Red,
kpi_001,100.0,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,86.36363636363636,Calculated,Green,
kpi_001,95.65217391304348,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,95.65217391304348,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,85.0,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,95.65217391304348,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,80.0,Calculated,Amber,
kpi_001,73.91304347826086,Calculated,Red,
kpi_001,90.0,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,85.0,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,85.0,Calculated,Green,
kpi_001,80.0,Calculated,Amber,
kpi_001,95.0,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,80.0,Calculated,Amber,
kpi_001,95.0,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,92.85714285714286,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,87.5,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,95.83333333333334,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,86.66666666666667,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,85.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,80.95238095238095,Calculated,Amber,
kpi_001,95.0,Calculated,Green,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,95.45454545454544,Calculated,Green,
kpi_001,96.0,Calculated,Green,
kpi_001,75.0,Calculated,Red,
kpi_001,100.0,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,95.83333333333334,Calculated,Green,
kpi_001,84.21052631578947,Calculated,Green,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,95.83333333333334,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,80.0,Calculated,Amber,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,95.83333333333334,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,80.95238095238095,Calculated,Amber,
kpi_001,100.0,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,94.73684210526316,Calculated,Green,
kpi_001,88.88888888888889,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,83.33333333333334,Calculated,Amber,
kpi_001,86.36363636363636,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,86.36363636363636,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,78.94736842105263,Calculated,Red,
kpi_001,95.45454545454544,Calculated,Green,
kpi_001,77.27272727272727,Calculated,Red,
kpi_001,91.66666666666666,Calculated,Green,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,88.23529411764706,Calculated,Green,
kpi_001,95.0,Calculated,Green,
kpi_001,80.95238095238095,Calculated,Amber,
kpi_001,78.94736842105263,Calculated,Red,
kpi_001,95.23809523809524,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,90.47619047619048,Calculated,Green,
kpi_001,90.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,94.44444444444444,Calculated,Green,
kpi_001,85.71428571428571,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,90.9090909090909,Calculated,Green,
kpi_001,89.47368421052632,Calculated,Green,
kpi_001,86.95652173913044,Calculated,Green,
kpi_001,72.72727272727273,Calculated,Red,
kpi_001,73.68421052631578,Calculated,Red,
kpi_001,75.0,Calculated,Red,
kpi_001,100.0,Calculated,Green,
kpi_001,75.0,Calculated,Red,
kpi_001,94.11764705882352,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,91.30434782608695,Calculated,Green,
kpi_001,77.27272727272727,Calculated,Red,
kpi_001,90.0,Calculated,Green,
kpi_001,86.36363636363636,Calculated,Green,
kpi_001,93.75,Calculated,Green,
kpi_001,92.85714285714286,Calculated,Green,
kpi_001,100.0,Calculated,Green,
kpi_001,91.66666666666666,Calculated,Green,
