dataset_name,baseline_checksum,current_checksum,match,status
data/processed/processed_operational_daily.csv,0994fe112dd2d50936e2990f97ab6fa528e5c3d99600ec27ab46ca6e7522150d,0994fe112dd2d50936e2990f97ab6fa528e5c3d99600ec27ab46ca6e7522150d,True,Unchanged
data/processed/processed_workforce_daily.csv,a5cd78b09d8aa4f4784aeea1735a5979e129c52e461faf09e2c896247607a3d2,a5cd78b09d8aa4f4784aeea1735a5979e129c52e461faf09e2c896247607a3d2,True,Unchanged
data/processed/processed_staff_attendance.csv,ace920f1b59672484ed111375171a742eb5d0b8e0160d7ec7cf1dc7c80ba4043,ace920f1b59672484ed111375171a742eb5d0b8e0160d7ec7cf1dc7c80ba4043,True,Unchanged
data/processed/processed_staff_roster.csv,c0c532f17ad0cd76591b4f19cff0e12020dcbf7a43804b71a08e50d9b5e3aa0e,c0c532f17ad0cd76591b4f19cff0e12020dcbf7a43804b71a08e50d9b5e3aa0e,True,Unchanged
data/processed/processed_staffing_requirement.csv,3489a21aab6c4626d0268d176d0129f8266cafe7e9f914271e8f498959fe932d,3489a21aab6c4626d0268d176d0129f8266cafe7e9f914271e8f498959fe932d,True,Unchanged
data/processed/processed_staff_master.csv,24cc5ba2b71e8719d1cf99a7cfd7ebeb81789029d6c7737005bcb2576de5cb6b,24cc5ba2b71e8719d1cf99a7cfd7ebeb81789029d6c7737005bcb2576de5cb6b,True,Unchanged
data/processed/processed_staff_role_master.csv,5542710f419a1b3b7a5a46c7a48519096967a221a15b1220d84999cd8ded5be6,5542710f419a1b3b7a5a46c7a48519096967a221a15b1220d84999cd8ded5be6,True,Unchanged
data/processed/processed_patient_encounters.csv,7d75a4e43f8e3b47ae3298ae1337ed1cdcc422287a8ad5ac5febd2bb350e490f,7d75a4e43f8e3b47ae3298ae1337ed1cdcc422287a8ad5ac5febd2bb350e490f,True,Unchanged
data/processed/processed_patient_flow_daily.csv,cf31c8ac27d9fd0e83e9cf3c175b364c2b3d9be0e7f85a887285390bc2a6c778,cf31c8ac27d9fd0e83e9cf3c175b364c2b3d9be0e7f85a887285390bc2a6c778,True,Unchanged
data/processed/processed_patient_queue.csv,035ae7d548904327e74cfada45dba329bf072e3e58f3f37db7e86a3771a78591,035ae7d548904327e74cfada45dba329bf072e3e58f3f37db7e86a3771a78591,True,Unchanged
data/processed/processed_bed_capacity.csv,239fe6b282a9933952e5b17c933ae10d03a2caf5bdf1bdcdcae5dcb4ce543a1b,239fe6b282a9933952e5b17c933ae10d03a2caf5bdf1bdcdcae5dcb4ce543a1b,True,Unchanged
data/processed/processed_service_schedule.csv,7778444350ad50fbcf6a67c1fe37e08ca66eee507b93ad96d6b7d6febde71c29,7778444350ad50fbcf6a67c1fe37e08ca66eee507b93ad96d6b7d6febde71c29,True,Unchanged
data/processed/processed_patient_complaints.csv,cc0d7b547281fcb533cb5f16a3419f5372644cfff4399ccead974a476f48b57f,cc0d7b547281fcb533cb5f16a3419f5372644cfff4399ccead974a476f48b57f,True,Unchanged
data/processed/processed_patient_surveys.csv,baa11611c03683d019c6cfb00c545202e6d48fbd89140d3e9c1c334e681ba056,baa11611c03683d019c6cfb00c545202e6d48fbd89140d3e9c1c334e681ba056,True,Unchanged
data/processed/processed_patient_experience_daily.csv,acf8e3fc88992317f82fa52431510728a6c5ffc72606c51abab13cd93321e7d4,acf8e3fc88992317f82fa52431510728a6c5ffc72606c51abab13cd93321e7d4,True,Unchanged
outputs/analytical_governance/kpi_governance_registry.csv,faa13c4792772c5832950644fa40b385b5f61b54e7021a20621168aaccdb3673,faa13c4792772c5832950644fa40b385b5f61b54e7021a20621168aaccdb3673,True,Unchanged
outputs/analytical_governance/kpi_readiness_summary.csv,3a05d2438e1fc277b4ef02e5c498ecc7a2351e4c10ad8348b73cc8e919458074,3a05d2438e1fc277b4ef02e5c498ecc7a2351e4c10ad8348b73cc8e919458074,True,Unchanged
outputs/analytical_governance/kpi_source_field_mapping.csv,2c47a15ad93596f394b2cd66cc8b24eb06af1f3c9f6fd8080535178a7d04e72d,2c47a15ad93596f394b2cd66cc8b24eb06af1f3c9f6fd8080535178a7d04e72d,True,Unchanged
outputs/analytical_governance/kpi_configuration_validation.csv,c139a4dbbca7805a780cbc21a6154c897dc49051c81407e22255e4cdf5d48cbc,c139a4dbbca7805a780cbc21a6154c897dc49051c81407e22255e4cdf5d48cbc,True,Unchanged
outputs/analytical_governance/kpi_threshold_validation.csv,994718a8788b3251cfbeea71a16eeefd0ceca3591a5654332a5059c1605721ee,994718a8788b3251cfbeea71a16eeefd0ceca3591a5654332a5059c1605721ee,True,Unchanged
outputs/analytical_governance/analytical_schema_summary.csv,b309459ef78225ccbb694b06e7c26a2308b458b279506c18286594388022d4d5,b309459ef78225ccbb694b06e7c26a2308b458b279506c18286594388022d4d5,True,Unchanged
outputs/analytical_governance/analytical_governance_issue_log.csv,f2f893125be78007c916efba5d0192175452e1b1ce57b3965cf05fb064338223,f2f893125be78007c916efba5d0192175452e1b1ce57b3965cf05fb064338223,True,Unchanged
outputs/analytical_governance/phase1_immutability_verification.csv,48bdaad021a1383803a168a0cd3bdbf343720d6d8d53b9ee1032ac0cf5e20640,48bdaad021a1383803a168a0cd3bdbf343720d6d8d53b9ee1032ac0cf5e20640,True,Unchanged
data/analytical/analytical_workforce_kpi_daily.csv,efb5315bdfc4cdcc1796d3d2abb951203f3ce24558e54ae2ac3fbfba36c5fd27,efb5315bdfc4cdcc1796d3d2abb951203f3ce24558e54ae2ac3fbfba36c5fd27,True,Unchanged
data/analytical/analytical_workforce_kpi_evidence.csv,78fb36e86aefcb6b4d25dc86ac39c4e71a5e7cde8d7ef7755d98d0bc25d66ac5,78fb36e86aefcb6b4d25dc86ac39c4e71a5e7cde8d7ef7755d98d0bc25d66ac5,True,Unchanged
data/analytical/analytical_workforce_kpi_exclusions.csv,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,True,Unchanged
data/analytical/analytical_workforce_kpi_lineage.csv,26bb75375baaf5cdf41f2ca91e37f192fb3f6068795b97142148cdf8de6c6c65,26bb75375baaf5cdf41f2ca91e37f192fb3f6068795b97142148cdf8de6c6c65,True,Unchanged
data/analytical/analytical_workforce_kpi_issues.csv,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,True,Unchanged
data/analytical/analytical_workforce_kpi_audit.csv,fb4918fbb0c4dad966e527cce0a159dbf8bf798fb59653e4899fcd4ee5f1f315,fb4918fbb0c4dad966e527cce0a159dbf8bf798fb59653e4899fcd4ee5f1f315,True,Unchanged
data/analytical/analytical_patient_flow_kpi_daily.csv,9e615815f5882320dce9e3ba7e77328dd6f31ef082dedb97f5c631c7106437e0,9e615815f5882320dce9e3ba7e77328dd6f31ef082dedb97f5c631c7106437e0,True,Unchanged
data/analytical/analytical_patient_flow_kpi_evidence.csv,b5574bff0b7d7f9b8ce24d07385a4450318cc6b04c8c5c73c6897aecf236dafe,b5574bff0b7d7f9b8ce24d07385a4450318cc6b04c8c5c73c6897aecf236dafe,True,Unchanged
data/analytical/analytical_patient_flow_kpi_exclusions.csv,f1aba2d8a543ff613c186744618aa7192456a580f2c088f68778d318974685ab,f1aba2d8a543ff613c186744618aa7192456a580f2c088f68778d318974685ab,True,Unchanged
data/analytical/analytical_patient_flow_kpi_lineage.csv,68484bf3cd035ec84918f183d07534fdeaab9e24dfa7ad92c9a104d3eac40e6e,68484bf3cd035ec84918f183d07534fdeaab9e24dfa7ad92c9a104d3eac40e6e,True,Unchanged
data/analytical/analytical_patient_flow_kpi_issues.csv,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,True,Unchanged
data/analytical/analytical_patient_flow_kpi_audit.csv,8484c1879b350a72ae91f5565b21cedf6f01fe818dc8a3105fab3949b60c197e,8484c1879b350a72ae91f5565b21cedf6f01fe818dc8a3105fab3949b60c197e,True,Unchanged
